epoch,train_loss,val_loss,val_acc
1,2.356122609972954,1.6871197501818338,57.719054242002784
2,1.4050546795129777,1.289212014277776,66.62030598052851
3,1.0692783008019129,1.1066900968551636,70.37552155771905
4,0.8703759650389353,1.009629064798355,71.97496522948539
5,0.7188648134469986,0.9390653967857361,73.64394993045897
6,0.619675861299038,0.8911573986212412,74.68706536856746
7,0.5390693393846353,0.8717423737049103,75.03477051460362
8,0.4455231091628472,0.8436745047569275,75.31293463143254
9,0.3982514249781767,0.8376381774743398,75.31293463143254
10,0.35047472640872,0.8111722519000372,75.31293463143254
11,0.31076054262618225,0.8019148230552673,76.56467315716273
12,0.2684687003493309,0.792263067762057,76.4951321279555
13,0.2412620918204387,0.7918546617031097,76.56467315716273
14,0.21251094030837217,0.7857089936733246,76.91237830319889
15,0.19054195955395697,0.7755100498596827,77.46870653685674
16,0.1691186886280775,0.7800406515598297,77.95549374130736
17,0.16272085271775721,0.7842290282249451,77.53824756606397
18,0.13843884042774637,0.7872775534788767,77.12100139082058
19,0.12456661462783813,0.7773592164119084,77.88595271210013
20,0.12174234949052334,0.7784414281447728,77.74687065368568
