epoch,train_loss,val_loss,val_acc
1,2.120261999633577,1.3995843595928616,63.21279554937413
2,1.0430490808354484,1.0707102338473002,70.37552155771905
3,0.6299235661824544,0.9389274915059408,72.80945757997219
4,0.39169357981946734,0.876799284087287,75.38247566063978
5,0.24239238616493014,0.8319802973005507,77.12100139082058
6,0.14780286829918624,0.8189958969751994,77.8164116828929
7,0.09731392831438118,0.8274507502714793,77.95549374130736
8,0.06821979668198361,0.8191380189524756,77.95549374130736
9,0.04745107225866781,0.8174896313084496,78.85952712100139
10,0.03329114074197908,0.820636033349567,78.92906815020862
11,0.02801661647649275,0.8364472462071313,79.06815020862308
12,0.020640955459223027,0.8288169980049134,79.13769123783032
13,0.015885014081787732,0.8361316230561998,79.55493741307372
14,0.015340189884106318,0.8369543002711402,79.34631432545201
15,0.015671214873954238,0.8341002921263377,79.27677329624478
16,0.016595611325465144,0.8369039217631022,78.85952712100139
17,0.014355875166236527,0.8329118529955546,79.48539638386649
18,0.015093709296909057,0.8195857789781359,79.34631432545201
