epoch,train_loss,val_loss,val_acc
1,2.337886282470491,1.8185879442426893,58.136300417246176
2,1.503599755300416,1.4467750390370686,65.02086230876218
3,1.1913170539670521,1.2908862736490039,69.19332406119611
4,1.003617458211051,1.2044564723968505,69.95827538247566
5,0.8669544259707133,1.104213547706604,70.93184979137692
6,0.7663260733087858,1.077633309364319,72.11404728789987
7,0.6793485002385246,1.041518783569336,72.1835883171071
8,0.6272148251533508,1.0139357527097066,73.36578581363004
9,0.5664105042815208,0.9663549688127305,73.9221140472879
10,0.5113780384262403,0.9742235607571073,73.5048678720445
