epoch,train_loss,val_loss,val_acc
1,2.377416687210401,1.75553986231486,56.05006954102921
2,1.4729875425497692,1.379284433523814,62.58692628650904
3,1.1350197523832322,1.2174548705418904,65.64673157162726
4,0.9304617280761401,1.1132071693738301,67.663421418637
5,0.7972656811277071,1.0503513753414153,69.88873435326843
6,0.6730457815031211,1.0119069993495942,70.02781641168289
7,0.5976197322209676,0.9601767162481943,72.1835883171071
8,0.5201223457852999,0.9314493318398793,73.22670375521558
9,0.45394387481113274,0.9340854207674663,71.97496522948539
10,0.4068280546615521,0.9086101412773132,73.43532684283727
11,0.35541228925188384,0.891592013835907,74.3393602225313
12,0.3199559645106395,0.8788638015588125,73.9221140472879
13,0.29049542422095936,0.8684403936068217,75.03477051460362
14,0.2555292614425222,0.8674363752206167,75.03477051460362
15,0.23444496095180511,0.8654263099034627,74.68706536856746
16,0.21408981413890918,0.8754977107048034,73.99165507649514
17,0.1966103953619798,0.8578342815240224,75.79972183588318
18,0.1685897589040299,0.8625751932462057,75.24339360222531
19,0.16175189738472304,0.8590295970439911,75.59109874826147
20,0.1457425671319167,0.8552257170279821,75.38247566063978
